payment_date,code,codeLated,amount,amountRetarded,creditId,companyId
martes,7000000096003871,7000000096003947,215.32,235.32,355709311455346,1
miércoles,7000000096004069,7000000096004101,157.90,177.90,355709311455692,1
jueves,7000000096004176,7000000096004267,157.90,177.90,355709311455866,1
viernes,7000000096004382,7000000096004457,157.90,177.90,355709311457250,1
sábado,7000000096004531,7000000096004614,161.49,181.49,355709311457268,1
domingo,7000000096004689,7000000096004770,157.90,177.90,355709311457284,1
lunes,7000000096004846,7000000096004978,157.90,177.90,355709311457326,1
martes,7000000096005074,7000000096005199,215.32,235.32,355709311457821,1
miércoles,7000000096005322,7000000096005421,215.32,235.32,355709311457854,1
jueves,7000000096005504,7000000096005561,157.90,177.90,355709311457904,1
viernes,7000000096005652,7000000096005736,161.49,181.49,355709311458092,1
sábado,7000000096007013,7000000096007120,387.58,407.58,355709311458290,1
domingo,7000000096007187,7000000096007260,215.32,235.32,355709311459892,1
lunes,7000000096007344,7000000096007476,183.02,203.02,355709311460932,1
martes,7000000096007567,7000000096007625,157.90,177.90,355709311460957,1
miércoles,7000000096007674,7000000096007757,157.90,177.90,355709311461062,1
jueves,7000000096007807,7000000096007849,161.49,181.49,355709311461401,1
viernes,7000000096007930,7000000096008037,215.32,235.32,355709311461435,1
sábado,7000000096008102,7000000096008219,157.90,177.90,355709311461518,1
domingo,7000000096008318,7000000096008508,215.32,235.32,355709311461658,1
lunes,7000000096008573,7000000096008664,215.32,235.32,355709311464173,1
martes,7000000096008771,7000000096008847,161.49,181.49,355709311464538,1
miércoles,7000000096008870,7000000096008953,96.90,116.90,355709311465295,1
jueves,7000000096009043,7000000096009134,215.32,235.32,355709311465360,1
viernes,7000000096009258,7000000096009316,215.32,235.32,355709311465477,1
sábado,7000000096009381,7000000096009480,175.95,195.95,355709312763623,1
domingo,7000000096009530,7000000096009571,230.72,250.72,355709312763656,1
lunes,7000000096009688,7000000096009803,239.94,259.94,355709312846014,1
martes,7000000096009944,7000000096010033,239.94,259.94,355709312891192,1
miércoles,7000000096010140,7000000096010215,239.94,259.94,355709312892786,1
jueves,7000000096010298,7000000096010348,175.95,195.95,355709312892935,1
viernes,7000000096010413,7000000096010504,239.94,259.94,355709312892950,1
sábado,7000000096010629,7000000096010744,131.97,151.97,355709312902312,1
domingo,7000000096010793,7000000096010900,175.95,195.95,355709313087220,1
lunes,7000000096010983,7000000096011072,239.94,259.94,355709313092170,1
martes,7000000096011114,7000000096011205,131.97,151.97,355709313092980,1
miércoles,7000000096012740,7000000096012856,239.94,259.94,355709313157361,1
jueves,7000000096012914,7000000096012955,175.95,195.95,355709313157429,1
viernes,7000000096013003,7000000096013136,131.97,151.97,355709313157437,1
sábado,7000000096013185,7000000096013227,239.94,259.94,355709313166032,1
domingo,7000000096013300,7000000096013383,179.95,199.95,355709313170224,1
lunes,7000000096013425,7000000096013508,175.95,195.95,355709313719087,1
martes,7000000096013565,7000000096013623,239.94,259.94,355709313721067,1
miércoles,7000000096013680,7000000096013771,215.32,235.32,355709313721125,1
jueves,7000000096013854,7000000096013953,175.95,195.95,355709313722578,1
viernes,7000000096014043,7000000096014134,175.95,195.95,355709313722636,1
sábado,7000000096014258,7000000096014282,239.94,259.94,355709313722719,1
domingo,7000000096014373,7000000096014449,239.94,259.94,355709313726264,1
lunes,7000000096014522,7000000096014639,239.94,259.94,355709313731884,1
martes,7000000096014688,7000000096014761,175.95,195.95,355709313736412,1
miércoles,7000000096014845,7000000096014985,179.95,199.95,355709313736669,1
jueves,7000000096015073,7000000096015198,107.97,127.97,355709313742691,1
viernes,7000000096015263,7000000096015321,215.32,235.32,355709313990860,1
sábado,7000000096015388,7000000096015446,203.95,223.95,355709314179307,1
domingo,7000000096015578,7000000096015636,175.95,195.95,355709314181386,1
lunes,7000000096015735,7000000096015792,239.94,259.94,355709314181683,1
martes,7000000096015867,7000000096015909,175.95,195.95,355709314181949,1
miércoles,7000000096016030,7000000096016154,239.94,259.94,355709314187284,1
jueves,7000000096016212,7000000096016345,239.94,259.94,355709314196681,1
viernes,7000000096016428,7000000096016493,239.94,259.94,355709314202091,1
sábado,7000000096016550,7000000096016634,179.95,199.95,355709314202364,1
domingo,7000000096018028,7000000096018143,131.97,151.97,355709314202497,1
lunes,7000000096018226,7000000096018382,157.90,177.90,355709314341410,1
martes,7000000096018499,7000000096018556,161.49,181.49,355709314416501,1
miércoles,7000000096018630,7000000096018697,161.49,181.49,355709314417236,1
jueves,7000000096018770,7000000096018846,96.90,116.90,355709314420271,1
viernes,7000000096018895,7000000096019018,301.45,321.45,355709314422483,1
sábado,7000000096019117,7000000096019224,161.49,181.49,355709314422830,1
domingo,7000000096019356,7000000096019455,239.94,259.94,355709314810638,1
lunes,7000000096019539,7000000096019638,239.94,259.94,355709314867588,1
martes,7000000096019729,7000000096019778,161.49,181.49,355709314874840,1
miércoles,7000000096019877,7000000096019927,175.95,195.95,355709314875508,1
jueves,7000000096020024,7000000096020149,175.95,195.95,355709314875516,1
viernes,7000000096020263,7000000096020339,175.95,195.95,355709314979219,1
sábado,7000000096020412,7000000096020495,175.95,195.95,355709314981306,1
domingo,7000000096020545,7000000096020602,175.95,195.95,355709314981322,1
lunes,7000000096020669,7000000096020750,175.95,195.95,355709314981413,1
martes,7000000096020875,7000000096020917,215.32,235.32,355709314982171,1
miércoles,7000000096021014,7000000096021105,131.97,151.97,355709314982924,1
jueves,7000000096021220,7000000096021329,239.94,259.94,355709314982940,1
viernes,7000000096021352,7000000096021428,215.32,235.32,355709314987147,1
sábado,7000000096021469,7000000096021568,157.90,177.90,355709314989408,1
domingo,7000000096021626,7000000096021733,175.95,195.95,355709314990851,1
lunes,7000000096021865,7000000096021931,118.43,138.43,355709315851573,1
martes,7000000096021964,7000000096022053,215.32,235.32,355709315851896,1
miércoles,7000000096022152,7000000096022285,157.90,177.90,355709315852316,1
jueves,7000000096023804,7000000096023895,157.90,177.90,355709315853280,1
viernes,7000000096023952,7000000096024083,179.95,199.95,355709315856598,1
sábado,7000000096024208,7000000096024307,239.94,259.94,355709315871696,1
domingo,7000000096024430,7000000096024505,179.95,199.95,355709315872736,1
lunes,7000000096024570,7000000096024679,239.94,259.94,355709315872744,1
martes,7000000096024737,7000000096024802,161.49,181.49,355709315872769,1
miércoles,7000000096024893,7000000096025007,239.94,259.94,355709315872793,1
jueves,7000000096025080,7000000096025163,239.94,259.94,355709315872991,1
viernes,7000000096025221,7000000096025312,179.95,199.95,355709315873064,1
sábado,7000000096025429,7000000096025510,118.43,138.43,355709315874591,1
domingo,7000000096025577,7000000096025692,179.95,199.95,355709315876703,1
lunes,7000000096025783,7000000096025866,107.97,127.97,355709315876760,1
martes,7000000096025973,7000000096026054,175.95,195.95,355709315876786,1
miércoles,7000000096026146,7000000096026195,157.90,177.90,355709315876844,1
jueves,7000000096026286,7000000096026385,175.95,195.95,355709315876943,1
viernes,7000000096026435,7000000096026492,179.95,199.95,355709315879129,1
sábado,7000000096026658,7000000096026765,215.32,235.32,355709315879418,1
domingo,7000000096026864,7000000096026948,215.32,235.32,355709315879442,1
lunes,7000000096027037,7000000096027128,175.95,195.95,355709315881190,1
martes,7000000096027201,7000000096027268,157.90,177.90,355709315883493,1
miércoles,7000000096027375,7000000096027466,157.90,177.90,355709315883550,1
jueves,7000000096027532,7000000096027573,157.90,177.90,355709315884863,1
viernes,7000000096027664,7000000096027839,157.90,177.90,355709315921301,1
sábado,7000000096027920,7000000096027987,157.90,177.90,355709315921343,1
domingo,7000000096028118,7000000096028225,161.49,181.49,355709315921350,1
lunes,7000000096029801,7000000096029892,157.90,177.90,355709315921608,1
martes,7000000096029991,7000000096030031,175.95,195.95,355709316092805,1
miércoles,7000000096030163,7000000096030296,215.32,235.32,355709316111985,1
jueves,7000000096030379,7000000096030452,215.32,235.32,355709316157327,1
viernes,7000000096030544,7000000096030593,161.49,181.49,355709316161337,1
sábado,7000000096030643,7000000096030742,215.32,235.32,355709316164232,1
domingo,7000000096030833,7000000096030932,215.32,235.32,355709316165775,1
lunes,7000000096030999,7000000096031138,96.90,116.90,355709316165791,1
martes,7000000096031237,7000000096031336,215.32,235.32,355709316165882,1
miércoles,7000000096031484,7000000096031542,215.32,235.32,355709316177473,1
jueves,7000000096031617,7000000096031773,215.32,235.32,355709316185674,1
viernes,7000000096031831,7000000096031971,215.32,235.32,355709316188611,1
sábado,7000000096032045,7000000096032169,118.43,138.43,355709316188637,1
domingo,7000000096032268,7000000096032334,215.32,235.32,355709316188868,1
lunes,7000000096032458,7000000096032524,215.32,235.32,355709316188934,1
martes,7000000096032631,7000000096032714,161.49,181.49,355709316193298,1
miércoles,7000000096032821,7000000096032938,175.95,195.95,355709316278974,1
jueves,7000000096033027,7000000096033142,157.90,177.90,355709316279113,1
viernes,7000000096033266,7000000096033308,239.94,259.94,355709316281606,1
sábado,7000000096033373,7000000096033506,175.95,195.95,355709316284840,1
domingo,7000000096033571,7000000096033662,215.32,235.32,355709316294195,1
lunes,7000000096033795,7000000096033860,215.32,235.32,355709316294435,1
martes,7000000096033985,7000000096034066,215.32,235.32,355709316294591,1
miércoles,7000000096034116,7000000096034231,161.49,181.49,355709316294666,1
jueves,7000000096034322,7000000096034439,161.49,181.49,355709316294724,1
viernes,7000000096035899,7000000096035964,175.95,195.95,355709316294765,1
sábado,7000000096036079,7000000096036228,157.90,177.90,355709316298683,1
domingo,7000000096036376,7000000096036475,179.95,199.95,355709316299210,1
lunes,7000000096036533,7000000096036574,183.02,203.02,355709316299228,1
martes,7000000096036830,7000000096036939,215.32,235.32,355709316317814,1
miércoles,7000000096037036,7000000096037135,157.90,177.90,355709316317905,1
jueves,7000000096037184,7000000096037234,183.02,203.02,355709316317954,1
viernes,7000000096037291,7000000096037374,175.95,195.95,355709316318432,1
sábado,7000000096037465,7000000096037580,215.32,235.32,355709316324604,1
domingo,7000000096037788,7000000096037861,157.90,177.90,355709316324646,1
lunes,7000000096037960,7000000096038125,175.95,195.95,355709316324687,1
martes,7000000096038190,7000000096038257,118.43,138.43,355709316327953,1
miércoles,7000000096038356,7000000096038414,157.90,177.90,355709316329132,1
jueves,7000000096038505,7000000096038604,96.90,116.90,355709316336178,1
viernes,7000000096038778,7000000096038901,239.94,259.94,355709316336558,1
sábado,7000000096038984,7000000096039107,175.95,195.95,355709316339347,1
domingo,7000000096039206,7000000096039305,215.32,235.32,355709316339388,1
lunes,7000000096039370,7000000096039438,215.32,235.32,355709316339404,1
martes,7000000096039586,7000000096039669,157.90,177.90,355709316340436,1
miércoles,7000000096039735,7000000096039867,161.49,181.49,355709316340485,1
jueves,7000000096039933,7000000096040022,157.90,177.90,355709316340501,1
viernes,7000000096040154,7000000096040261,239.94,259.94,355709316345260,1
sábado,7000000096040402,7000000096040550,175.95,195.95,355709316347167,1
domingo,7000000096040642,7000000096040741,215.32,235.32,355709316347191,1
lunes,7000000096042382,7000000096042481,157.90,177.90,355709316347597,1
martes,7000000096042598,7000000096042713,239.94,259.94,355709316347712,1
miércoles,7000000096042887,7000000096042986,215.32,235.32,355709316347746,1
jueves,7000000096043117,7000000096043224,175.95,195.95,355709316347829,1
viernes,7000000096043323,7000000096043422,215.32,235.32,355709316348140,1
sábado,7000000096043539,7000000096043729,215.32,235.32,355709316348264,1
domingo,7000000096043836,7000000096043935,215.32,235.32,355709316348280,1
lunes,7000000096044107,7000000096044198,215.32,235.32,355709316348314,1
martes,7000000096044263,7000000096044370,157.90,177.90,355709316348405,1
miércoles,7000000096044511,7000000096044610,215.32,235.32,355709316348454,1
jueves,7000000096044677,7000000096044743,179.95,199.95,355709316348835,1
viernes,7000000096044875,7000000096045021,215.32,235.32,355709316349791,1
sábado,7000000096045104,7000000096045179,157.90,177.90,355709316350351,1
domingo,7000000096045328,7000000096045419,215.32,235.32,355709316350997,1
lunes,7000000096045534,7000000096045658,175.95,195.95,355709316351375,1
martes,7000000096045773,7000000096045823,179.95,199.95,355709316351383,1
miércoles,7000000096045963,7000000096046102,157.90,177.90,355709316463816,1
jueves,7000000096046219,7000000096046383,157.90,177.90,355709316463824,1
viernes,7000000096046490,7000000096046565,215.32,235.32,355709316463881,1
sábado,7000000096046615,7000000096046698,157.90,177.90,355709316464004,1
domingo,7000000096046839,7000000096046961,118.43,138.43,355709316464038,1
lunes,7000000096047100,7000000096047217,157.90,177.90,355709316464236,1
martes,7000000096047316,7000000096047423,157.90,177.90,355709316464285,1
miércoles,7000000096047563,7000000096047696,157.90,177.90,355709316464863,1
jueves,7000000096049601,7000000096049817,157.90,177.90,355709316471207,1
viernes,7000000096049882,7000000096050005,157.90,177.90,355709316471322,1
sábado,7000000096050054,7000000096050153,215.32,235.32,355709316473526,1
domingo,7000000096050278,7000000096050377,96.90,116.90,355709316473617,1
lunes,7000000096050476,7000000096050567,161.49,181.49,355709316478095,1
martes,7000000096050690,7000000096050773,96.90,116.90,355709316481768,1
miércoles,7000000096050849,7000000096050948,157.90,177.90,355709316485488,1
jueves,7000000096051045,7000000096051144,118.43,138.43,355709316558375,1
viernes,7000000096051276,7000000096051375,215.32,235.32,355709316631263,1
sábado,7000000096051441,7000000096051508,239.94,259.94,355709316631677,1
domingo,7000000096051557,7000000096051631,239.94,259.94,355709316631693,1
lunes,7000000096051730,7000000096051862,239.94,259.94,355709316631966,1
martes,7000000096051946,7000000096052050,175.95,195.95,355709316637617,1
miércoles,7000000096052175,7000000096052324,175.95,195.95,355709316646477,1
jueves,7000000096052449,7000000096052530,157.90,177.90,355709316646600,1
viernes,7000000096052670,7000000096052902,175.95,195.95,355709316646949,1
sábado,7000000096053058,7000000096053199,131.97,151.97,355709316647335,1
domingo,7000000096053355,7000000096053579,239.94,259.94,355709316648044,1
lunes,7000000096053645,7000000096053793,157.90,177.90,355709316648077,1
martes,7000000096053942,7000000096054031,175.95,195.95,355709316648085,1
miércoles,7000000096054106,7000000096054213,107.97,127.97,355709316648093,1
jueves,7000000096054304,7000000096054395,179.95,199.95,355709316648101,1
viernes,7000000096054486,7000000096054601,239.94,259.94,355709316650222,1
sábado,7000000096054759,7000000096054908,175.95,195.95,355709316652608,1
domingo,7000000096055012,7000000096055111,131.97,151.97,355709316652632,1
lunes,7000000096056895,7000000096057042,239.94,259.94,355709316687448,1
martes,7000000096057158,7000000096057299,175.95,195.95,355709316687455,1
miércoles,7000000096057398,7000000096057547,175.95,195.95,355709316691473,1
jueves,7000000096057604,7000000096057687,157.90,177.90,355709316691556,1
viernes,7000000096057752,7000000096057869,175.95,195.95,355709316691812,1
sábado,7000000096057943,7000000096058081,175.95,195.95,355709316692778,1
domingo,7000000096058206,7000000096058305,107.97,127.97,355709316693156,1
lunes,7000000096058388,7000000096058487,175.95,195.95,355709316693420,1
martes,7000000096058586,7000000096058727,215.32,235.32,355709316712964,1
miércoles,7000000096058800,7000000096058941,175.95,195.95,355709316714481,1
jueves,7000000096059055,7000000096059154,157.90,177.90,355709316714622,1
viernes,7000000096059337,7000000096059444,175.95,195.95,355709316719522,1
sábado,7000000096059550,7000000096059642,175.95,195.95,355709316721643,1
domingo,7000000096059733,7000000096059832,175.95,195.95,355709316721726,1
lunes,7000000096059980,7000000096060103,161.49,181.49,355709317002050,1
martes,7000000096060236,7000000096060343,161.49,181.49,355709317002209,1
miércoles,7000000096060376,7000000096060459,161.49,181.49,355709317002241,1
jueves,7000000096060640,7000000096060723,215.32,235.32,355709317006481,1
viernes,7000000096060780,7000000096060848,387.58,407.58,355709317011804,1
sábado,7000000096060939,7000000096061028,215.32,235.32,355709317015524,1
domingo,7000000096061176,7000000096061267,118.43,138.43,355709317019591,1
lunes,7000000096061333,7000000096061416,161.49,181.49,355709317107883,1
martes,7000000096061481,7000000096061572,215.32,235.32,355709317109889,1
miércoles,7000000096061689,7000000096061796,215.32,235.32,355709317110465,1
jueves,7000000096061903,7000000096062026,161.49,181.49,355709317110499,1
viernes,7000000096063966,7000000096064063,215.32,235.32,355709317110549,1
sábado,7000000096064139,7000000096064246,157.90,177.90,355709317120506,1
domingo,7000000096064410,7000000096064501,215.32,235.32,355709317126099,1
lunes,7000000096064600,7000000096064717,215.32,235.32,355709317128160,1
martes,7000000096064808,7000000096064923,157.90,177.90,355709317129465,1
miércoles,7000000096064998,7000000096065094,161.49,181.49,355709317129937,1
jueves,7000000096065458,7000000096065581,157.90,177.90,355709317430467,1
viernes,7000000096065706,7000000096065789,344.52,364.52,355709317430558,1
sábado,7000000096065839,7000000096065953,215.32,235.32,355709317430574,1
domingo,7000000096066076,7000000096066191,387.58,407.58,355709317430590,1
lunes,7000000096066316,7000000096066431,157.90,177.90,355709317431457,1
martes,7000000096066530,7000000096066647,157.90,177.90,355709317431499,1
miércoles,7000000096066779,7000000096066902,161.49,181.49,355709317436407,1
jueves,7000000096067066,7000000096067132,157.90,177.90,355709317436431,1
viernes,7000000096067231,7000000096067348,215.32,235.32,355709317438007,1
sábado,7000000096067462,7000000096067520,215.32,235.32,355709317440920,1
domingo,7000000096067637,7000000096067793,157.90,177.90,355709317447925,1
lunes,7000000096067983,7000000096068114,96.90,116.90,355709317448006,1
martes,7000000096068270,7000000096068411,215.32,235.32,355709317448360,1
miércoles,7000000096068486,7000000096068585,157.90,177.90,355709317460332,1
jueves,7000000096068684,7000000096068759,215.32,235.32,355709317604780,1
viernes,7000000096068825,7000000096068890,161.49,181.49,355709317610142,1
sábado,7000000096068965,7000000096069104,157.90,177.90,355709317615166,1
domingo,7000000096069211,7000000096069310,387.58,407.58,355709317615323,1
lunes,7000000096071217,7000000096071332,387.58,407.58,355709317619523,1
martes,7000000096071456,7000000096071530,215.32,235.32,355709317619697,1
miércoles,7000000096071654,7000000096071761,387.58,407.58,355709317619713,1
jueves,7000000096071894,7000000096071951,387.58,407.58,355709317622568,1
viernes,7000000096072082,7000000096072231,161.49,181.49,355709317625918,1
sábado,7000000096072371,7000000096072520,215.32,235.32,355709317625967,1
domingo,7000000096072637,7000000096072751,157.90,177.90,355709317628805,1
lunes,7000000096072884,7000000096072983,157.90,177.90,355709317630124,1
martes,7000000096073064,7000000096073254,301.45,321.45,355709317636626,1
miércoles,7000000096073387,7000000096073528,157.90,177.90,355709317636881,1
jueves,7000000096073601,7000000096073767,301.45,321.45,355709317636907,1
viernes,7000000096073916,7000000096073999,157.90,177.90,355709317637012,1
sábado,7000000096074054,7000000096074237,215.32,235.32,355709317637160,1
domingo,7000000096074369,7000000096074435,161.49,181.49,355709317637459,1
lunes,7000000096074534,7000000096074641,157.90,177.90,355709317637475,1
martes,7000000096074724,7000000096074849,157.90,177.90,355709317750310,1
miércoles,7000000096074989,7000000096075176,157.90,177.90,355709317751623,1
jueves,7000000096075267,7000000096075374,387.58,407.58,355709317751730,1
viernes,7000000096075481,7000000096075630,215.32,235.32,355709317751748,1
sábado,7000000096075721,7000000096075861,157.90,177.90,355709317751763,1
domingo,7000000096075978,7000000096076091,387.58,407.58,355709317751771,1
lunes,7000000096076182,7000000096076372,215.32,235.32,355709317751797,1
martes,7000000096076455,7000000096076513,215.32,235.32,355709317751813,1
miércoles,7000000096076661,7000000096076802,157.90,177.90,355709317753975,1
jueves,7000000096076927,7000000096077073,215.32,235.32,355709317754973,1
viernes,7000000096079079,7000000096079236,215.32,235.32,355709317755004,1
sábado,7000000096079392,7000000096079509,157.90,177.90,355709317755087,1
domingo,7000000096079632,7000000096079749,157.90,177.90,355709317755103,1
lunes,7000000096079871,7000000096079996,215.32,235.32,355709317756853,1
martes,7000000096080077,7000000096080176,387.58,407.58,355709317772751,1
miércoles,7000000096080267,7000000096080341,96.90,116.90,355709317772777,1
jueves,7000000096080424,7000000096080549,157.90,177.90,355709317783089,1
viernes,7000000096080671,7000000096080804,215.32,235.32,355709317792759,1
sábado,7000000096080929,7000000096081059,157.90,177.90,355709317802418,1
domingo,7000000096081190,7000000096081315,157.90,177.90,355709317804596,1
lunes,7000000096081414,7000000096081547,215.32,235.32,355709317804620,1
martes,7000000096081711,7000000096081844,161.49,181.49,355709317806385,1
miércoles,7000000096081901,7000000096082057,215.32,235.32,355709317808217,1
jueves,7000000096082149,7000000096082255,215.32,235.32,355709317808415,1
viernes,7000000096082388,7000000096082495,157.90,177.90,355709317808472,1
sábado,7000000096082578,7000000096082685,157.90,177.90,355709317809538,1
domingo,7000000096082842,7000000096082990,387.58,407.58,355709317816012,1
lunes,7000000096083154,7000000096083295,215.32,235.32,355709318151013,1
martes,7000000096083436,7000000096083527,161.49,181.49,355709318165179,1
miércoles,7000000096083675,7000000096083790,215.32,235.32,355709318165310,1
jueves,7000000096083865,7000000096084004,215.32,235.32,355709318165898,1
viernes,7000000096084145,7000000096084244,215.32,235.32,355709318165906,1
sábado,7000000096084392,7000000096084566,387.58,407.58,355709318165922,1
domingo,7000000096084616,7000000096084756,161.49,181.49,355709318165997,1
lunes,7000000096084921,7000000096085043,215.32,235.32,355709318169155,1
martes,7000000096086686,7000000096086785,118.43,138.43,355709318169163,1
miércoles,7000000096086884,7000000096087023,215.32,235.32,355709318169205,1
jueves,7000000096087122,7000000096087270,161.49,181.49,355709318169288,1
viernes,7000000096087411,7000000096087510,215.32,235.32,355709318169312,1
sábado,7000000096087627,7000000096087742,215.32,235.32,355709318169320,1
domingo,7000000096087890,7000000096087981,215.32,235.32,355709318169346,1
lunes,7000000096088070,7000000096088211,215.32,235.32,355709318169353,1
martes,7000000096088328,7000000096088435,118.43,138.43,355709318278279,1
miércoles,7000000096088518,7000000096088625,215.32,235.32,355709318278295,1
jueves,7000000096088757,7000000096088872,118.43,138.43,355709318278527,1
viernes,7000000096088955,7000000096088997,161.49,181.49,355709318278618,1
sábado,7000000096089144,7000000096089292,215.32,235.32,355709318278667,1
domingo,7000000096089482,7000000096089557,161.49,181.49,355709318282586,1
lunes,7000000096089631,7000000096089755,215.32,235.32,355709318282636,1
martes,7000000096089862,7000000096090027,157.90,177.90,355709318282750,1
miércoles,7000000096090142,7000000096090225,157.90,177.90,355709318282883,1
jueves,7000000096090332,7000000096090449,157.90,177.90,355709318282933,1
viernes,7000000096090548,7000000096090639,157.90,177.90,355709318284707,1
sábado,7000000096090720,7000000096090860,157.90,177.90,355709318284731,1
domingo,7000000096091017,7000000096091066,161.49,181.49,355709318284772,1
lunes,7000000096091165,7000000096091298,215.32,235.32,355709318284830,1
martes,7000000096091355,7000000096091439,215.32,235.32,355709318284897,1
miércoles,7000000096091546,7000000096091686,157.90,177.90,355709318285183,1
jueves,7000000096091827,7000000096091967,215.32,235.32,355709318285233,1
viernes,7000000096092072,7000000096092197,157.90,177.90,355709318285308,1
sábado,7000000096094284,7000000096094375,157.90,177.90,355709318286165,1
domingo,7000000096094748,7000000096094946,157.90,177.90,355709318290852,1
lunes,7000000096095059,7000000096095141,157.90,177.90,355709318290951,1
martes,7000000096095265,7000000096095364,387.58,407.58,355709318400998,1
miércoles,7000000096095505,7000000096095620,215.32,235.32,355709318401004,1
jueves,7000000096095703,7000000096095851,215.32,235.32,355709318485718,1
viernes,7000000096095976,7000000096096107,157.90,177.90,355709318600639,1
sábado,7000000096096248,7000000096096347,387.58,407.58,355709318600654,1
domingo,7000000096096420,7000000096096529,96.90,116.90,355709318607980,1
lunes,7000000096096644,7000000096096818,387.58,407.58,355709318669444,1
martes,7000000096096966,7000000096097030,387.58,407.58,355709318697874,1
miércoles,7000000096097204,7000000096097287,157.90,177.90,355709318697932,1
jueves,7000000096097352,7000000096097477,96.90,116.90,355709318698021,1
viernes,7000000096097576,7000000096097675,387.58,407.58,355709318700835,1
sábado,7000000096097774,7000000096097923,157.90,177.90,355709318704944,1
domingo,7000000096098004,7000000096098087,157.90,177.90,355709318708515,1
lunes,7000000096098178,7000000096098277,387.58,407.58,355709318711394,1
martes,7000000096098442,7000000096098558,301.45,321.45,355709318711485,1
miércoles,7000000096098699,7000000096098772,157.90,177.90,355709318712848,1
jueves,7000000096098848,7000000096098939,157.90,177.90,355709318713531,1
viernes,7000000096098988,7000000096099168,157.90,177.90,355709318721955,1
sábado,7000000096099275,7000000096099366,157.90,177.90,355709318729990,1
domingo,7000000096099507,7000000096099671,157.90,177.90,355709318777734,1
lunes,7000000096099838,7000000096099937,157.90,177.90,355709318777791,1
martes,7000000096102020,,219.27,,355709318806293,1
miércoles,7000000096102111,7000000096102244,96.90,116.90,355709318806350,1
jueves,7000000096102335,7000000096102467,215.32,235.32,355709318806368,1
viernes,7000000096102541,7000000096102699,215.32,235.32,355709318806418,1
sábado,7000000096102830,7000000096102954,161.49,181.49,355709318806608,1
domingo,7000000096270082,7000000096270090,141.18,161.18,356776971811182,1
lunes,7000000096103077,7000000096103226,215.32,235.32,355709318807416,1
martes,7000000096103358,7000000096103465,161.49,181.49,355709318807440,1
miércoles,7000000096103523,7000000096103663,215.32,235.32,355709318807457,1
jueves,7000000096103770,7000000096103945,161.49,181.49,355709318808307,1
viernes,7000000096104042,7000000096104208,157.90,177.90,355709318928287,1
sábado,7000000096104273,7000000096104398,215.32,235.32,355709318936850,1
domingo,7000000096104521,7000000096104604,387.58,407.58,355709318936900,1
lunes,7000000096104752,7000000096104885,157.90,177.90,355709318940662,1
martes,7000000096104984,7000000096105098,118.43,138.43,355709318940761,1
miércoles,7000000096105189,7000000096105296,161.49,181.49,355709318957088,1
jueves,7000000096105437,7000000096105536,161.49,181.49,355709319015399,1
viernes,7000000096105684,7000000096105767,157.90,177.90,355709319016264,1
sábado,7000000096105908,7000000096105981,215.32,235.32,355709319043839,1
domingo,7000000096106104,7000000096106211,157.90,177.90,355709319044423,1
lunes,7000000096106344,7000000096106468,161.49,181.49,355709319046311,1
martes,7000000096210971,7000000096211110,110.72,130.72,355748177033607,1
miércoles,7000000096106567,7000000096106708,215.32,235.32,355709319046337,1
jueves,7000000096106831,7000000096106930,157.90,177.90,355709319046360,1
viernes,7000000096107052,7000000096107185,161.49,181.49,355709319048564,1
sábado,7000000096107318,7000000096107441,157.90,177.90,355709319048580,1
domingo,7000000096107615,7000000096107722,157.90,177.90,355709319049562,1
lunes,7000000096109785,7000000096109850,161.49,181.49,355709319051303,1
martes,7000000096109967,7000000096110080,215.32,235.32,355709319051329,1
miércoles,7000000096110221,7000000096110288,215.32,235.32,355709319060791,1
jueves,7000000096110411,7000000096110577,215.32,235.32,355709319060908,1
viernes,7000000096110726,7000000096110825,161.49,181.49,355709319060924,1
sábado,7000000096110957,7000000096111070,157.90,177.90,355709319071822,1
domingo,7000000096111195,7000000096111294,387.58,407.58,355709319112832,1
lunes,7000000096111443,7000000096111591,161.49,181.49,355709319721012,1
martes,7000000096111690,7000000096111773,157.90,177.90,355709319727100,1
miércoles,7000000096111914,7000000096112060,215.32,235.32,355709319728215,1
jueves,7000000096112193,,219.27,,355709319728413,1
viernes,7000000096112276,,219.27,,355709319728421,1
sábado,7000000096112383,,219.27,,355709319733207,1
domingo,7000000096112466,7000000096112631,215.32,235.32,355709319733348,1
lunes,7000000096112771,7000000096112870,157.90,177.90,355709319737083,1
martes,7000000096113019,7000000096113191,118.43,138.43,355709319737422,1
miércoles,7000000096113324,7000000096113423,157.90,177.90,355709319737448,1
jueves,7000000096113480,7000000096113621,215.32,235.32,355709319737901,1
viernes,7000000096113795,7000000096113878,161.49,181.49,355709319741168,1
sábado,7000000096113969,7000000096114116,215.32,235.32,355709319741275,1
domingo,7000000096114249,,219.27,,355709319744436,1
lunes,7000000096114397,7000000096114538,118.43,138.43,355709377808225,1
martes,7000000096114918,7000000096115063,265.74,285.74,355748170723865,1
miércoles,7000000096115220,7000000096115329,117.29,137.29,355748170731652,1
jueves,7000000096120949,7000000096121145,124.57,144.57,355748171140929,1
viernes,7000000096121384,7000000096121517,147.63,167.63,355748171142420,1
sábado,7000000096121608,7000000096121780,117.29,137.29,355748171142651,1
domingo,7000000096122028,7000000096122226,147.63,167.63,355748171142727,1
